Nom,Prenom,Code_bateau,valeur,n_courses,Age,Embarcation,Club
POUPIN,Lucas,K1H461220,244.0,2,M22,K1H,8614 - CHAUVIGNY VALDIVIENNE CK
LOISON,Gabriel,K1H461313,408.5,2,U15,K1H,8002 - CLUB NAUTIQUE DE RIVERY
BOUCHET,Leo,K1H462700,182.5,4,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
BAROUDI,Nadj,K1H463064,289.0,4,U18,K1H,1306 - MARSEILLE MAZARGUES CK
BALT,Louis,K1H463090,173.25,4,U15,K1H,2410 - GALO PORT SAINTE FOY
BENIZE,Martin,K1H463201,279.5,4,U15,K1H,4421 - NANTES ATLANTIQUE CK
BOITTIN,Clement,K1H463209,464.25,4,U15,K1H,5302 - CK LAVAL
LINE,Sacha,K1H463477,445.0,1,U18,K1H,5605 - PLUMELIAU CK
LE SAGE,CLEMENT,K1H463744,610.25,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
MORATILLE,JEAN MARC,K1H463768,692.33,3,M3,K1H,8404 - CLUB CK L'ISLOIS
VUILLET,Paul,K1H463809,434.0,1,U15,K1H,1604 - COGNAC CK
MORAND,Noah,K1H463832,451.5,2,U15,K1H,4404 - C.K. CHATEAU THEBAUD
BOURDAUD,Leon,K1H463833,364.5,2,U15,K1H,4404 - C.K. CHATEAU THEBAUD
DOLLE,Antoine,K1H463858,302.0,2,U15,K1H,6211 - C.K.C. BEAURAINVILLOIS
VINCONNEAU,Thomas,K1H464284,117.75,4,U15,K1H,4421 - NANTES ATLANTIQUE CK
MONDIN,GREGOIRE,K1H464387,544.0,1,U15,K1H,4707 - CK LE MAS D'AGENAIS
GOUALARD,Arthur,K1H464401,446.5,4,U15,K1H,2711 - VAL DE REUIL PAGAIE PASSION
LALMAND,THOMAS,K1H464440,431.0,1,U15,K1H,3701 - CK CLUB DE TOURS
LOUVION,Luke,K1H465150,656.0,1,U15,K1H,4707 - CK LE MAS D'AGENAIS
PRADALIER,Leon,K1H465240,385.0,4,U15,K1H,3318 - BOMMES NAUTIQUE CK
LE GOUSSE,Lucas,K1H465313,624.0,1,U18,K1H,5614 - C.K.C. AURAY
GOUIN,Manek,K1H465732,319.0,4,U21,K1H,8604 - CK VIVONNE LES PAGAYOUS
PROT,Charles,K1H465763,515.25,4,U15,K1H,5109 - SILLERY CHAMPAGNE C.K.
FIERLING,Quentin,K1H465766,261.25,4,U18,K1H,5109 - SILLERY CHAMPAGNE C.K.
FIERLING,Nathan,K1H465768,194.5,4,U21,K1H,5109 - SILLERY CHAMPAGNE C.K.
GARNIER,BAPTISTE,K1H465990,397.0,1,U18,K1H,8602 - CK CLUB POITEVIN
FAYET,Corentin,K1H466045,93.5,4,U18,K1H,3105 - VENERQUE EAUX VIVES
BELLON,GASPARD,K1H466456,872.0,2,U18,K1H,8404 - CLUB CK L'ISLOIS
MONTOIR,XAVIER,K1H467869,563.25,4,M2,K1H,4566 - PAGAIE ORLEANS METROPOLE
PIEL,Jules,K1H467875,660.0,2,U15,K1H,3503 - KAYAK CLUB DE RENNES
RESCOURIO,Cyprien,K1H468641,355.0,1,U18,K1H,5602 - CK CLUB DE ROHAN
GIRARD,Lenny,K1H470904,251.5,4,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
BOYE,Ulysse,K1H470994,337.0,4,U15,K1H,3309 - CK SPORT LIBOURNE
CANEVAROLO,Mathis,K1H471301,187.25,4,U18,K1H,6102 - PL ARGENTAN CANOE KAYAK
BASSET - BACLES,Brice,K1H471448,194.0,1,U18,K1H,1608 - CK JARNAC SPORTS
BOIZOT,Sacha,K1H471909,254.25,4,U15,K1H,2417 - ALP GNP PERIGUEUX
HAMY,JEAN LOUP,K1H472096,922.0,1,U18,K1H,5643 - LANESTER CK CLUB
CONGNARD LECAT,ALIX,K1H472405,335.5,4,U21,K1H,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
BRIAND COZETTE,Sacha,K1H472737,117.75,4,U18,K1H,2206 - LA ROCHE DERRIEN CK
MARTIN,PASCAL,K1H472829,365.0,1,M2,K1H,2410 - GALO PORT SAINTE FOY
SCHAEFFER,Adrien,K1H473108,177.25,4,U18,K1H,5109 - SILLERY CHAMPAGNE C.K.
BESANCON-DREIT,ACKEL,K1H473114,653.0,4,U15,K1H,4107 - VAL DES CHATEAUX CK
FUMEX,Arthur,K1H473232,404.0,3,U15,K1H,7308 - LA PLAGNE EAUX VIVES
LINE,Charly,K1H474228,375.0,1,U15,K1H,5605 - PLUMELIAU CK
BORDEAU,LEANDRE,K1H474306,542.25,4,U15,K1H,7206 - U.S.F. CK LA FLECHE
IZQUIERDO PEREIRA,Hugo,K1H474309,1272.0,2,U15,K1H,3309 - CK SPORT LIBOURNE
DEVILLE RUSSIAS,Gaspard,K1H474749,692.75,4,U15,K1H,8404 - CLUB CK L'ISLOIS
POUGET,LUCAS,K1H475029,569.0,1,U18,K1H,3309 - CK SPORT LIBOURNE
LENET,TERENCE,K1H475481,541.33,3,U18,K1H,4409 - GETIGNE CK
AGUESSE,Noam,K1H475757,468.0,4,U15,K1H,4409 - GETIGNE CK
LE DROGO,Lukas,K1H475795,546.25,4,U15,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
LE NY,Timon,K1H476381,392.75,4,U15,K1H,6701 - STRASBOURG EAUX VIVES
BOULANGER,Emmanuel,K1H476677,586.0,1,U15,K1H,6701 - STRASBOURG EAUX VIVES
LEZIER,Yoann,K1H476706,333.0,1,U18,K1H,3701 - CK CLUB DE TOURS
BREISCH,BENOIST,K1H476718,409.0,2,U15,K1H,3311 - CK CLUB LE TEICH
MAHAUT,Onesime,K1H476827,262.25,4,U15,K1H,3501 - KAYAK CLUB PONT REAN
LAURENT,JULES,K1H476850,563.5,2,U15,K1H,6102 - PL ARGENTAN CANOE KAYAK
IBRIR,LAHCEN,K1H476861,566.33,3,U15,K1H,4402 - BRIVET CK
ADAM,Maxime,K1H476864,337.5,4,U15,K1H,6102 - PL ARGENTAN CANOE KAYAK
OPFERMANN,Lucas,K1H476894,296.5,4,U18,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
GERAULT,Antoine,K1H477024,389.0,3,U18,K1H,3501 - KAYAK CLUB PONT REAN
BIHAN,Romain,K1H477028,950.0,1,U18,K1H,5614 - C.K.C. AURAY
SITTLER,Matheo,K1H477046,519.0,1,U18,K1H,6803 - C.K. APACH COLMAR
ENNAHLI,Reda,K1H477115,318.25,4,U15,K1H,3318 - BOMMES NAUTIQUE CK
DA COSTA,Solan,K1H477127,226.0,1,U15,K1H,5806 - U.C.S. CK COSNE SUR LOIRE CLUB MARCEL RENAUD
HOREL,PIERRE,K1H477223,153.5,4,U18,K1H,2415 - A.L. MARSAC SUR L'ISLE
GROLLEAU,TOBIAS,K1H477427,586.5,2,U15,K1H,4922 - CK DES PONTS DE CE
BOURREAU,Eliott,K1H477618,415.5,2,U15,K1H,4404 - C.K. CHATEAU THEBAUD
DELHOMMEAU,Denis,K1H477619,347.5,2,U15,K1H,4404 - C.K. CHATEAU THEBAUD
BERANGER BONIFACE,Eloan,K1H477626,344.67,3,U15,K1H,3105 - VENERQUE EAUX VIVES
LAVAL,GUILLAUME,K1H477644,359.0,1,M2,K1H,3310 - E.N.B.C.K. BORDEAUX
COCAGNE,Natheo,K1H477684,241.0,4,U18,K1H,6102 - PL ARGENTAN CANOE KAYAK
CARVALHO DE SOUSA,Mewen,K1H477851,298.75,4,U15,K1H,2214 - C.K.C PLANCOET
PLISSART,ADRIEN,K1H477855,1622.0,2,M2,K1H,1704 - KAYAK OCEAN ROCHELAIS
MARCHAND,TOM,K1H477862,527.75,4,U15,K1H,4922 - CK DES PONTS DE CE
GAUTIER,DYLAN,K1H477910,391.0,3,U18,K1H,8501 - CK FONTENAY LE COMTE
FONTAINE,Ayoub,K1H478064,780.0,1,U15,K1H,5603 - CK PONTIVYEN
DUMONT,Gabin,K1H478125,305.0,4,U15,K1H,3804 - CLUB CK VIENNE
TEXIER,GUERIC,K1H478141,1030.5,2,U15,K1H,5609 - CLUB NAUTIQUE DE BAUD
AKABLI,Hamza,K1H478176,779.0,1,U15,K1H,6002 - CK CLUB THERAIN
VILLAUME,Maximilien,K1H478191,289.0,4,U15,K1H,3310 - E.N.B.C.K. BORDEAUX
BELLIERE,Gabin,K1H478264,355.25,4,U18,K1H,2712 - CK VAL DE RISLE
DURAND,ERWAN,K1H478267,501.5,4,U18,K1H,2712 - CK VAL DE RISLE
CARRÉ,Maël,K1H478451,872.0,1,U15,K1H,3703 - VAL DE L'INDRE CK
FOUCHER,Yanis,K1H478453,523.0,1,U15,K1H,3703 - VAL DE L'INDRE CK
JACQUET,Nael,K1H478587,225.5,4,U15,K1H,8606 - VALLEE VONNE CK
MAYOUX,NOLAN,K1H478591,315.0,4,U15,K1H,1611 - CK AUBETERRE
POLONI,Batiste,K1H478607,375.0,1,U15,K1H,4707 - CK LE MAS D'AGENAIS
ELDIN,Yann,K1H478643,731.0,1,U15,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
DURAND,MATTEO,K1H478646,290.25,4,U18,K1H,8010 - CK CLUB DE HAM
MORVAN,Andrea,K1H478672,502.25,4,U18,K1H,4101 - U.S. VENDOME CK
PINHEIRO DE OLIVEIRA,CARLOS,K1H478701,420.0,1,M1,K1H,4565 - APPMVL CK LOIRE CHAPELLOISE
PICHON LE FLOCH,Gwenegan,K1H478756,836.0,1,U15,K1H,5613 - PATRONAGE LAIQUE LORIENT
LORRAIN,Joseph,K1H479036,319.0,1,U18,K1H,1608 - CK JARNAC SPORTS
RAFFONE,THEO,K1H479062,286.5,2,U18,K1H,7707 - ETOILE SPORTIVE DAMMARIE
GUENEGO,MATHIS,K1H479079,708.5,2,U18,K1H,5611 - CLUB C.K. MALESTROIT
CAZAUBON,Emmanuel,K1H479086,269.25,4,U18,K1H,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
LAVERDANT,Paolo,K1H479131,435.0,3,U18,K1H,3105 - VENERQUE EAUX VIVES
MINNE,KEVIN,K1H479254,490.5,2,M22,K1H,9202 - BAC CK SEVRES ISSY
BEAUJOUAN,Manet,K1H479367,372.0,1,U18,K1H,3701 - CK CLUB DE TOURS
SOLIGNAC,Arthur,K1H479372,400.0,1,U18,K1H,8602 - CK CLUB POITEVIN
SOUNACK,Benjamin,K1H479419,214.0,4,U18,K1H,9202 - BAC CK SEVRES ISSY
MARCHESSEAU,Ewen,K1H479534,138.5,4,U18,K1H,2410 - GALO PORT SAINTE FOY
EL YAQTINE,ADAM,K1H479563,153.75,4,U18,K1H,2403 - UNION SPORTIVE NEUVICOISE DE CK
VAUDREVILLE,Nolan,K1H479588,538.75,4,U15,K1H,2712 - CK VAL DE RISLE
HELARD,Louis,K1H479611,389.5,4,U15,K1H,5302 - CK LAVAL
PETIT,Gaspard,K1H479630,277.0,4,U18,K1H,4922 - CK DES PONTS DE CE
LEPINE,Martin,K1H479639,350.25,4,U15,K1H,5302 - CK LAVAL
LEMASSON,Hugo,K1H479695,711.5,2,U15,K1H,3512 - CK CLUB ACIGNE
LOPEZ,ENZO,K1H479713,367.25,4,U15,K1H,8614 - CHAUVIGNY VALDIVIENNE CK
BAHLOUL,Assil,K1H479779,615.75,4,U15,K1H,1326 - CLUB DE CK DURANCE LUBERON
ROBVEILLE,NICOLAS,K1H479901,667.5,4,M22,K1H,4509 - CK MONTARGEOIS ET VALLEE DU LOING
BENHAMA,HIKARU,K1H479976,386.0,1,U18,K1H,8612 - MOUSSAC CK
LASCORZ,Nino,K1H480061,440.0,4,U18,K1H,2410 - GALO PORT SAINTE FOY
BUCAMP,NATHAN,K1H480120,274.75,4,U18,K1H,4922 - CK DES PONTS DE CE
CHAUVEAU,QUENTIN,K1H480166,666.0,4,U15,K1H,3703 - VAL DE L'INDRE CK
CURE,Mathieu,K1H480402,319.0,2,U15,K1H,8002 - CLUB NAUTIQUE DE RIVERY
CORNUAU,ESTEBAN,K1H480577,461.75,4,U15,K1H,4107 - VAL DES CHATEAUX CK
BUFFEL,THOMAS,K1H480581,259.0,4,U21,K1H,4107 - VAL DES CHATEAUX CK
GABRIEL,Maxence,K1H480652,314.0,1,U18,K1H,1608 - CK JARNAC SPORTS
PELLISSIER,Gabin,K1H480700,275.0,2,U15,K1H,3701 - CK CLUB DE TOURS
LAMBERT,Lenni,K1H480759,185.75,4,U18,K1H,0108 - CKC VALLEE DE L'AIN
ARNOUX BIOT,Leon,K1H480779,623.0,3,U15,K1H,1306 - MARSEILLE MAZARGUES CK
BAYART,Martin,K1H480810,871.0,2,U15,K1H,3506 - C.K.C.I.R. ST GREGOIRE
DUMAS,Albin,K1H480960,648.0,2,U18,K1H,7902 - SAINT MAIXENT CK
VALLON-LAGRANGE,Naoki,K1H481038,695.0,1,U15,K1H,5614 - C.K.C. AURAY
LEROY,EVAN,K1H481161,942.0,1,U15,K1H,5624 - JOSSELIN CK
IANOTTO,BENOIT,K1H481339,318.0,4,M2,K1H,3318 - BOMMES NAUTIQUE CK
BONBONNY,Paul,K1H481366,262.75,4,U18,K1H,8614 - CHAUVIGNY VALDIVIENNE CK
REGNAULT,Gauthier,K1H481403,308.5,4,U15,K1H,3309 - CK SPORT LIBOURNE
JOUANY,ARTHUR,K1H481471,317.0,1,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
LEMAITRE,SACHA,K1H482168,395.75,4,U18,K1H,2712 - CK VAL DE RISLE
URIEN,Elouen,K1H482171,615.5,2,U18,K1H,5611 - CLUB C.K. MALESTROIT
LAURY,JULES,K1H482716,602.75,4,U18,K1H,7206 - U.S.F. CK LA FLECHE
LE BRAS,Gauthier,K1H483148,539.75,4,U15,K1H,5602 - CK CLUB DE ROHAN
LAVENN,YOANN,K1H483228,840.25,4,U18,K1H,6720 - KAYAKISTES ET MARCHEURS DE DETTWILLER
PITET,MATHIS,K1H484072,453.0,4,U18,K1H,4566 - PAGAIE ORLEANS METROPOLE
ROUZEYROL,EMILIO,K1H484136,507.33,3,U18,K1H,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
BREMOND,Arthur,K1H484242,355.75,4,U15,K1H,4713 - CK CLUB VALLEE DU DROPT
FRANCK,JEREMY,K1H484376,844.0,1,M1,K1H,6720 - KAYAKISTES ET MARCHEURS DE DETTWILLER
FOINEL,Enzo,K1H484844,308.75,4,U15,K1H,5302 - CK LAVAL
ADAM,JULIEN,K1H485486,342.0,2,M22,K1H,7206 - U.S.F. CK LA FLECHE
HUBSCHI,LUBIN,K1H486085,268.25,4,U15,K1H,8802 - AS GERARDMER CK
ALVAREZ,Francisco,K1H486324,538.75,4,U15,K1H,6803 - C.K. APACH COLMAR
VONE,Lilian,K1H487171,644.0,3,U18,K1H,6803 - C.K. APACH COLMAR
BOURLIAUD,CONRAD,K1H498721,1039.0,1,U15,K1H,1816 - CHATEAUNEUF PAGAIE AVENTURE
THAON,GILLES,K1H498848,517.0,3,M1,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
PHILIPPE,THIERRY,K1H498945,872.0,1,M3,K1H,9202 - BAC CK SEVRES ISSY
LELARDOUX,Sacha,K1H499173,455.5,2,U15,K1H,0108 - CKC VALLEE DE L'AIN
LLANO-ALONSO,Baptiste,K1H499353,746.0,1,U15,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
LOPES,NICOLAS,K1H499391,395.75,4,M2,K1H,3311 - CK CLUB LE TEICH
BOUQUEREL,Theo,K1H499421,413.75,4,M22,K1H,6102 - PL ARGENTAN CANOE KAYAK
MOUTIERS,Julien,K1H499442,453.33,3,M22,K1H,2710 - S.P.N. VERNON
LAVAL,Martin,K1H499609,323.0,1,U18,K1H,3310 - E.N.B.C.K. BORDEAUX
GUERIN CLEANDRE,Timothée,K1H499673,247.5,4,U18,K1H,9404 - JOINVILLE EAU VIVE
MUDIZ,ELOUAN,K1H499760,1863.5,2,U15,K1H,7601 - CANOE-KAYAK DU BASSIN ELBEUVIEN
HUET,Theo,K1H499871,1020.5,2,U15,K1H,3522 - CESSON SEVIGNE CK LES POISSONS VOLANTS
LE BIHAN,Gabin,K1H499942,744.0,1,U18,K1H,5603 - CK PONTIVYEN
VENTRIBOUT,Mathis,K1H500062,227.0,4,U15,K1H,5302 - CK LAVAL
SAUVEE,Lino,K1H500326,961.0,2,U15,K1H,3506 - C.K.C.I.R. ST GREGOIRE
RENAUD,Elouann,K1H500346,857.67,3,U15,K1H,5630 - CK AMICALE LAIQUE DE CLEGUER
DUMAS MAFFEO,NATHAN,K1H500508,715.5,2,U15,K1H,7601 - CANOE-KAYAK DU BASSIN ELBEUVIEN
BALLONZOLI,Louis,K1H500588,212.75,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
GULTEKIN ALVES,Nolan,K1H500601,706.0,1,U15,K1H,6701 - STRASBOURG EAUX VIVES
MOINE,Gabriel,K1H500649,275.5,4,U18,K1H,4566 - PAGAIE ORLEANS METROPOLE
MAGNIN,REMI,K1H500650,434.5,4,U18,K1H,4566 - PAGAIE ORLEANS METROPOLE
MAKHLOUF,Amir,K1H500690,605.0,1,U15,K1H,4901 - CK CLUB D'ANGERS
GUIDEMANN GERMAIN,Gabriel,K1H500784,329.25,4,U18,K1H,9202 - BAC CK SEVRES ISSY
DIVERREZ,Francois,K1H500908,894.0,2,U15,K1H,3506 - C.K.C.I.R. ST GREGOIRE
DESNEULIN,MATTEO,K1H500945,941.0,2,U15,K1H,8404 - CLUB CK L'ISLOIS
HAMON,TOM,K1H500983,544.0,4,U15,K1H,3703 - VAL DE L'INDRE CK
LEPROULT,Mathias,K1H500989,360.0,1,U18,K1H,3703 - VAL DE L'INDRE CK
BENABDALLAH,YANIS,K1H501030,315.0,3,U15,K1H,3105 - VENERQUE EAUX VIVES
LEDUCQ,GABIN,K1H501087,388.5,4,U18,K1H,2415 - A.L. MARSAC SUR L'ISLE
ROUY,NATHAN,K1H501262,299.5,2,U18,K1H,7203 - CK CLUB DU MANS
BRENTCHENEFF,Clément,K1H501377,286.5,4,U15,K1H,7211 - FOYER RURAL DES ALPES MANCELLES
PENOT,Louis,K1H501472,1281.5,2,U15,K1H,4405 - CK CLISSON
RENAUDINEAU,Antoine,K1H501473,735.5,2,U15,K1H,4405 - CK CLISSON
CARBONNEL,Mael,K1H501549,431.0,3,U15,K1H,0705 - EYRIEUX CK
LAMBERT,Sacha,K1H501552,711.0,2,U15,K1H,3703 - VAL DE L'INDRE CK
LEMAIRE,NATHAN,K1H501591,934.5,2,U15,K1H,2712 - CK VAL DE RISLE
EYROLLES,Hugo,K1H501627,373.75,4,U18,K1H,1911 - HAUTE CORREZE KAYAK CLUB
ANQUETIL KIPES,Tom,K1H502140,527.0,2,U15,K1H,2712 - CK VAL DE RISLE
BADOR,FLORIAN,K1H502230,400.0,1,U15,K1H,3701 - CK CLUB DE TOURS
SPECQUE,Eliott,K1H502332,424.25,4,U15,K1H,4421 - NANTES ATLANTIQUE CK
ANDRE,Timeo,K1H502431,499.5,2,U18,K1H,8002 - CLUB NAUTIQUE DE RIVERY
DUPONT,GABIN,K1H502442,598.67,3,U15,K1H,8402 - JEUNE CK AVIGNONNAIS
ROQUETA,Valentin,K1H502552,505.5,2,U15,K1H,3701 - CK CLUB DE TOURS
SOUFI,ARILESS,K1H502721,543.67,3,U15,K1H,1306 - MARSEILLE MAZARGUES CK
LAGUEUX,Nathan,K1H503031,949.33,3,U15,K1H,5602 - CK CLUB DE ROHAN
MESGOUEZ,Eliott,K1H503035,555.25,4,U15,K1H,5602 - CANOE KAYAK CLUB DE ROHAN
GIRARD,Gaël,K1H503063,544.0,1,M2,K1H,8604 - CK VIVONNE LES PAGAYOUS
TAILLIFET,Samuel,K1H503267,238.0,4,U18,K1H,8614 - CHAUVIGNY VALDIVIENNE CK
PAPILLAUD,Raphaël,K1H503330,813.5,2,U15,K1H,7902 - SAINT MAIXENT CK
PAPILLAUD,Florent,K1H503331,533.0,2,M2,K1H,7902 - SAINT MAIXENT CK
BERHAULT-DELCOURT,Pierre,K1H503567,254.75,4,U15,K1H,6102 - PL ARGENTAN CANOE KAYAK
GOULLEY,Tom,K1H503569,187.75,4,U15,K1H,6102 - PL ARGENTAN CANOE KAYAK
TOURRES,Pierre,K1H504072,239.5,4,U18,K1H,1306 - MARSEILLE MAZARGUES CK
APARICIO FERNANDEZ,Milan,K1H504077,199.25,4,U18,K1H,1306 - MARSEILLE MAZARGUES CK
FAINA,ARNAUD,K1H504208,701.0,2,M2,K1H,3309 - CK SPORT LIBOURNE
MANENC - MONTAGNE,Rafael,K1H505010,652.67,3,U18,K1H,8402 - JEUNE CK AVIGNONNAIS
RAOULL,ANTOINE,K1H505376,301.75,4,M22,K1H,6411 - PAU CANOE-KAYAK CLUB UNIVERSITAIRE
GILBERT,MATHIEU,K1H505867,820.0,1,U15,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
JUDAIS,Arthur,K1H506088,199.75,4,U18,K1H,5302 - CK LAVAL
RAMINELLI,MAXANCE,K1H508024,429.0,2,U18,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
GARNER,RAPHAEL,K1H508377,150.25,4,M22,K1H,2711 - VAL DE REUIL PAGAIE PASSION
LAMOUCHE,BASTIEN,K1H508578,699.0,1,U15,K1H,4102 - C.S.C.L.C. DE SALBRIS
GUERARD,Malwen,K1H508582,1128.0,2,U15,K1H,3522 - CESSON SEVIGNE CK LES POISSONS VOLANTS
LE COUTURIER,AMAURY,K1H508683,705.67,3,U15,K1H,1306 - MARSEILLE MAZARGUES CK
SOHIER,Ylian,K1H508695,1309.0,3,U15,K1H,2415 - A.L. MARSAC SUR L'ISLE
PRAY,NOLAN,K1H508722,489.0,1,U18,K1H,4101 - U.S. VENDOME CK
LOUKAS,DE FREITAS,K1H508726,484.0,1,U18,K1H,4101 - U.S. VENDOME CK
MAIGAULT,Milan,K1H508837,708.0,3,U18,K1H,3812 - GRENOBLE ALPES CK
GOMES PESTEL,RAPHAEL,K1H508971,594.0,2,U15,K1H,7703 - CLUB SPORTIF DE MEAUX
PEREZ,Johan,K1H509290,382.75,4,M1,K1H,3318 - BOMMES NAUTIQUE CK
SABATIER,JULIEN,K1H509293,437.0,1,M1,K1H,8606 - VALLEE VONNE CK
COURSIN,Gabriel,K1H509417,1176.0,1,U15,K1H,5613 - PATRONAGE LAIQUE LORIENT
MATTEI,Matheo,K1H509516,564.5,4,U15,K1H,1306 - MARSEILLE MAZARGUES CK
SELLES,Antonin,K1H509768,485.25,4,U15,K1H,1326 - CLUB DE CK DURANCE LUBERON
GARNIER,ROBIN,K1H510253,4797.0,1,U15,K1H,4566 - PAGAIE ORLEANS METROPOLE
CHAMBON,TONY,K1H511092,493.5,2,M2,K1H,9202 - BAC CK SEVRES ISSY
VALY,Arthur,K1H511128,357.0,4,U15,K1H,4922 - CK DES PONTS DE CE
COUDRAT,Celestin,K1H511472,767.0,1,U18,K1H,1808 - BOURGES CK CLUB
DUMONT,LENNY,K1H511598,414.33,3,U18,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
DUCROCQ,Arthur,K1H511612,337.75,4,U21,K1H,2711 - VAL DE REUIL PAGAIE PASSION
ESTHER-ADOLPHE,Mewen,K1H511614,506.0,1,U15,K1H,2711 - VAL DE REUIL PAGAIE PASSION
SAID MOHAMED CALMETTES,Noah,K1H511626,620.0,4,U18,K1H,1306 - MARSEILLE MAZARGUES CK
GUTIERREZ,IBAN,K1H511653,233.75,4,U18,K1H,2412 - CASTELNAUD EN PERIGORD KC
GITEAU,Basile,K1H511664,220.75,4,U18,K1H,3501 - KAYAK CLUB PONT REAN
LE QUINIO BERTIN,Yuneg,K1H511681,144.5,4,U18,K1H,3501 - KAYAK CLUB PONT REAN
BURLAN,Noah,K1H511823,800.0,1,U15,K1H,4716 - CK VILLENEUVE SUR LOT
LE BORGNE,VICTOR,K1H511937,721.0,1,U18,K1H,5603 - CK PONTIVYEN
KMIEC,CHARLELIE,K1H512149,1007.0,1,U15,K1H,5624 - JOSSELIN CK
BRIOIS,LUCAS,K1H512277,622.0,2,U15,K1H,8003 - PICQUIGNY VIEILLE SOMME
BAILLARD,THOMAS,K1H512454,313.75,4,M22,K1H,1712 - CLUB NAUTIQUE ROCHEFORTAIS
GOULHIANE,Ilyas,K1H513121,1212.0,1,U15,K1H,5613 - PATRONAGE LAIQUE LORIENT
BOUMENIR,Anis,K1H517821,763.5,4,U15,K1H,1306 - MARSEILLE MAZARGUES CK
GUEDET,Titouan,K1H517894,1132.0,1,U15,K1H,3701 - CK CLUB DE TOURS
BROCHARD,Mathys,K1H517895,956.0,1,U15,K1H,3701 - CK CLUB DE TOURS
SILOTTO,Evan,K1H518877,464.0,1,U15,K1H,2410 - GALO PORT SAINTE FOY
DESCHAMPS,MATHIEU,K1H521945,598.5,2,M1,K1H,8002 - CLUB NAUTIQUE DE RIVERY
ORTET,Noah,K1H522217,1405.0,1,U18,K1H,5630 - CANOE KAYAK AMICALE LAIQUE DE CLEGUER
